id,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
200700163,NBA 2K8,X360,2007,Sports,Take-Two Interactive,0.79,0.00,0.00,0,0.85
19960052,Street Fighter Alpha 2,PS,1996,Fighting,Virgin Interactive,0.14,0.09,0.57,0,0.85
200400118,Tiger Woods PGA Tour 2005,XB,2004,Sports,Electronic Arts,0.64,0.18,0.00,0,0.85
19890013,Castlevania III: Dracula's Curse,NES,1989,Platform,Konami Digital Entertainment,0.40,0.07,0.37,0,0.85
20150076,LEGO Jurassic World,PS3,2015,Action,Warner Bros. Interactive Entertainment,0.35,0.36,0.00,0,0.85
201200104,Kingdoms of Amalur: Reckoning,PS3,2012,Role-Playing,Electronic Arts,0.37,0.29,0.09,0,0.85
19970063,Rampage World Tour,PS,1997,Action,GT Interactive,0.47,0.32,0.00,0,0.85
200800204,Dragon Ball Z: Burst Limit,PS3,2008,Fighting,Atari,0.22,0.33,0.18,0,0.85
201000144,Gold's Gym: Dance Workout,Wii,2010,Sports,Ubisoft,0.69,0.10,0.00,0,0.85
201200105,Tekken Tag Tournament 2,PS3,2012,Fighting,Namco Bandai Games,0.28,0.31,0.13,0,0.85
200900148,Ninja Gaiden Sigma 2,PS3,2009,Action,Ubisoft Annecy,0.52,0.16,0.08,0,0.85
200700164,Ratatouille,PS2,2007,Action,THQ,0.31,0.00,0.00,1,0.85
19950024,NFL GameDay,PS,1995,Sports,Sony Computer Entertainment,0.47,0.32,0.00,0,0.85
200200109,Burnout 2: Point of Impact,PS2,2002,Racing,Acclaim Entertainment,0.42,0.32,0.00,0,0.85
201300104,Wii Fit U,WiiU,2013,Sports,Nintendo,0.35,0.23,0.21,0,0.85
20000063,Street Fighter EX3,PS2,2000,Fighting,Virgin Interactive,0.32,0.25,0.20,0,0.85
200800205,The Legendary Starfy,DS,2008,Platform,Nintendo,0.60,0.00,0.20,0,0.85
201000145,NCAA Football 11,PS3,2010,Sports,Electronic Arts,0.79,0.00,0.00,0,0.85
200900149,The House of the Dead: Overkill,Wii,2009,Shooter,Sega,0.44,0.30,0.02,0,0.85
201000146,Army of Two: The 40th Day,PS3,2010,Shooter,Electronic Arts,0.44,0.27,0.01,0,0.85
201200106,Darksiders II,PS3,2012,Action,THQ,0.35,0.35,0.01,0,0.84
200400119,Spider-Man 2,GC,2004,Action,Activision,0.65,0.17,0.00,0,0.84
00035,The Lord of the Rings: War in the North,X360,0,X360,X360,0.00,0.00,0.00,0,0.00
201200107,Tales of Xillia 2,PS3,2012,Role-Playing,Namco Bandai Games,0.20,0.12,0.45,0,0.84
200900150,Ghostbusters: The Video Game,PS3,2009,Action,Sony Computer Entertainment,0.34,0.36,0.00,0,0.84
200400120,The Incredibles,GC,2004,Action,THQ,0.65,0.17,0.00,0,0.84
20150077,Xenoblade Chronicles X,WiiU,2015,Role-Playing,Nintendo,0.36,0.28,0.14,0,0.84
200900151,NBA 2K10,PS3,2009,Sports,Take-Two Interactive,0.75,0.01,0.01,0,0.84
200800206,Petz Dogz Fashion,DS,2008,Simulation,Ubisoft,0.46,0.30,0.00,0,0.84
200300117,ATV Quad Power Racing 2,PS2,2003,Racing,Acclaim Entertainment,0.41,0.32,0.00,0,0.84
1987008,Final Fantasy,NES,1987,Role-Playing,SquareSoft,0.32,0.00,0.52,0,0.84
200900152,Skate 2,PS3,2009,Sports,Electronic Arts,0.46,0.25,0.01,0,0.84
20010090,Rocket Power: Team Rocket Rescue,PS,2001,Sports,THQ,0.47,0.32,0.00,0,0.84
200200110,Big Mutha Truckers,PS2,2002,Racing,Empire Interactive,0.41,0.32,0.00,0,0.84
20140090,The Evil Within,PS3,2014,Action,Bethesda Softworks,0.26,0.34,0.13,0,0.84
200500107,Rogue Galaxy,PS2,2005,Role-Playing,Sony Computer Entertainment,0.24,0.16,0.39,0,0.84
200400121,ESPN College Hoops 2K5,PS2,2004,Sports,Sega,0.41,0.32,0.00,0,0.84
201300105,NCAA Football 14,PS3,2013,Sports,Electronic Arts,0.75,0.00,0.00,0,0.84
200700165,Harry Potter and the Order of the Phoenix,DS,2007,Action,Electronic Arts,0.28,0.46,0.00,0,0.84
201200108,Sniper Elite V2,X360,2012,Shooter,505 Games,0.46,0.28,0.02,0,0.84
200400122,Metroid: Zero Mission,GBA,2004,Adventure,Nintendo,0.60,0.22,0.00,0,0.84
200700166,Ben 10: Protector of Earth,PS2,2007,Action,D3Publisher,0.09,0.00,0.00,1,0.84
200500108,Burnout Legends,PSP,2005,Racing,Electronic Arts,0.70,0.05,0.00,0,0.84
19990068,Q*bert,PS,1999,Puzzle,Atari,0.46,0.32,0.00,0,0.84
200700167,Blazing Angels: Squadrons of WWII,Wii,2007,Simulation,Ubisoft,0.74,0.04,0.00,0,0.83
200800207,Madden NFL 09 All-Play,Wii,2008,Sports,Electronic Arts,0.76,0.01,0.00,0,0.83
19990069,Ace Combat 3: Electrosphere,PS,1999,Simulation,Sony Computer Entertainment,0.22,0.15,0.40,0,0.83
20000064,Dynasty Warriors 2,PS2,2000,Action,THQ,0.24,0.19,0.34,0,0.83
00036,Madden NFL 07,PSP,0,PSP,PSP,0.00,0.00,0.00,0,0.00
200700168,Time Crisis 4,PS3,2007,Shooter,Namco Bandai Games,0.32,0.32,0.05,0,0.83
201100131,Duke Nukem Forever,X360,2011,Shooter,Take-Two Interactive,0.52,0.25,0.00,0,0.83
200400123,Lizzie McGuire 2: Lizzie Diaries,GBA,2004,Action,Disney Interactive Studios,0.60,0.22,0.00,0,0.83
20000065,FIFA Soccer World Championship,PS2,2000,Sports,Electronic Arts,0.27,0.21,0.28,0,0.83
201100132,NCAA Football 12,PS3,2011,Sports,Electronic Arts,0.78,0.00,0.00,0,0.83
200300118,Brute Force,XB,2003,Shooter,Microsoft Game Studios,0.62,0.18,0.01,0,0.83
201000147,Tiger Woods PGA Tour 11,PS3,2010,Sports,Electronic Arts,0.37,0.33,0.00,0,0.83
20000066,Yu-Gi-Oh! Dark Duel Stories,GB,2000,Misc,Konami Digital Entertainment,0.00,0.00,0.83,0,0.83
200800208,WWE SmackDown vs. Raw 2009,Wii,2008,Fighting,THQ,0.44,0.31,0.00,0,0.83
19980084,The Game of Life,PS,1998,Misc,Unknown,0.46,0.31,0.00,0,0.83
19970064,Mega Man Legends,PS,1997,Adventure,Capcom,0.39,0.26,0.12,0,0.83
200500109,Sly 3: Honor Among Thieves,PS2,2005,Platform,Sony Computer Entertainment,0.69,0.03,0.00,0,0.83
00037,MLB SlugFest 20-03,PS2,0,PS2,PS2,0.00,0.00,0.00,0,0.00
200900153,Need for Speed: Nitro,Wii,2009,Racing,Electronic Arts,0.45,0.30,0.00,0,0.83
201200109,Street Fighter X Tekken,PS3,2012,Fighting,Capcom,0.42,0.21,0.10,0,0.83
19980085,MediEvil,PS,1998,Platform,Sony Computer Entertainment,0.46,0.31,0.00,0,0.83
19960053,Casper,PS,1996,Adventure,Interplay,0.46,0.31,0.00,0,0.83
200800209,Sid Meier's Civilization Revolution,X360,2008,Strategy,Take-Two Interactive,0.58,0.17,0.00,0,0.83
201100133,Tales of the Abyss,3DS,2011,Role-Playing,Namco Bandai Games,0.43,0.19,0.14,0,0.83
201100134,Dragon Age II,PS3,2011,Action,Electronic Arts,0.40,0.26,0.05,0,0.83
201100135,Call of Duty: Modern Warfare 3,Wii,2011,Shooter,Activision,0.55,0.20,0.00,0,0.82
201200110,God of War Saga,PS3,2012,Action,Sony Computer Entertainment,0.73,0.00,0.00,0,0.82
200900154,Scooby-Doo! First Frights,DS,2009,Action,Warner Bros. Interactive Entertainment,0.60,0.16,0.00,0,0.82
200200111,James Bond 007: Nightfire,XB,2002,Shooter,Electronic Arts,0.58,0.22,0.00,0,0.82
20010091,Tony Hawk's Pro Skater 3,GC,2001,Sports,Activision,0.64,0.17,0.00,0,0.82
200600114,Marvel: Ultimate Alliance,PS2,2006,Role-Playing,Activision,0.69,0.03,0.00,0,0.82
201000148,DJ Hero 2,X360,2010,Misc,Activision,0.64,0.12,0.00,0,0.82
200700169,Harvest Moon: Tree of Tranquility,Wii,2007,Simulation,Rising Star Games,0.67,0.03,0.06,0,0.82
200500110,Tony Hawk's Underground 2 Remix,PSP,2005,Sports,Activision,0.46,0.21,0.00,0,0.82
200200112,Need for Speed: Hot Pursuit 2,XB,2002,Racing,Electronic Arts,0.68,0.11,0.00,0,0.82
19960054,Killer Instinct Gold,N64,1996,Fighting,Nintendo,0.61,0.19,0.00,0,0.82
19840011,Clu Clu Land,NES,1984,Puzzle,Nintendo,0.42,0.10,0.28,0,0.82
201000149,Karaoke Revolution Glee,Wii,2010,Misc,Konami Digital Entertainment,0.51,0.24,0.00,0,0.82
200700170,I Spy: Fun House,DS,2007,Puzzle,Scholastic Inc.,0.76,0.00,0.00,0,0.82
20010092,Amped: Freestyle Snowboarding,XB,2001,Sports,Microsoft Game Studios,0.69,0.11,0.00,0,0.82
200800210,The Price is Right,Wii,2008,Misc,Ubisoft,0.76,0.00,0.00,0,0.82
19810013,Custer's Revenge,2600,1981,Action,Mystique,0.76,0.05,0.00,0,0.82
200700171,Stranglehold,X360,2007,Shooter,Midway Games,0.40,0.33,0.01,0,0.82
200200113,Rocket Power: Beach Bandits,PS2,2002,Platform,THQ,0.40,0.31,0.00,0,0.82
200800211,Shin Megami Tensei: Persona 4,PS2,2008,Role-Playing,Atlus,0.34,0.04,0.36,0,0.82
201200111,Devil May Cry HD Collection,PS3,2012,Action,Capcom,0.42,0.19,0.11,0,0.82
20140091,Thief (2014),PS4,2014,Action,Square Enix,0.28,0.38,0.03,0,0.82
00038,The Lord of the Rings: War in the North,PS3,0,PS3,PS3,0.00,0.00,0.00,0,0.00
20000067,Dragon Warrior III,GB,2000,Role-Playing,Enix Corporation,0.00,0.00,0.81,0,0.81
20000068,Ready 2 Rumble Boxing: Round 2,PS2,2000,Fighting,Midway Games,0.40,0.31,0.00,0,0.81
201200112,Dance Central 3,X360,2012,Misc,Microsoft Game Studios,0.57,0.18,0.00,0,0.81
19940023,Kamaitachi no Yoru,SNES,1994,Adventure,ChunSoft,0.00,0.00,0.81,0,0.81
200800212,Imagine: Rock Star,DS,2008,Simulation,Ubisoft,0.40,0.33,0.00,0,0.81
20000069,Tales of Destiny II,PS,2000,Role-Playing,Namco Bandai Games,0.06,0.04,0.66,0,0.81
19940024,Super Bomberman 2,SNES,1994,Puzzle,Hudson Soft,0.00,0.00,0.81,0,0.81
20000070,NASCAR 2001,PS,2000,Racing,Electronic Arts,0.45,0.31,0.00,0,0.81
201200113,Twisted Metal (2012),PS3,2012,Action,Sony Computer Entertainment,0.67,0.07,0.00,0,0.81
200400124,The Legend of Zelda: Four Swords Adventures,GC,2004,Action,Nintendo,0.63,0.16,0.00,0,0.81
19990070,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,1999,Sports,Konami Digital Entertainment,0.00,0.00,0.76,0,0.81
200500111,MediEvil: Resurrection,PSP,2005,Adventure,Sony Computer Entertainment,0.19,0.41,0.00,0,0.81
19990071,Valkyrie Profile,PS,1999,Role-Playing,Enix Corporation,0.07,0.05,0.63,0,0.81
00039,Shaun White Snowboarding,X360,0,X360,X360,0.00,0.00,0.00,0,0.00
200700172,Patapon,PSP,2007,Misc,Sony Computer Entertainment,0.33,0.25,0.07,0,0.81
201100136,Final Fantasy Type-0,PSP,2011,Role-Playing,Unknown,0.00,0.00,0.81,0,0.81
1987009,Mega Man,NES,1987,Platform,Capcom,0.45,0.08,0.27,0,0.81
19990072,Army Men: Sarge's Heroes,N64,1999,Action,3DO,0.68,0.12,0.00,0,0.81
200900155,Pro Evolution Soccer 2010,X360,2009,Sports,Konami Digital Entertainment,0.12,0.58,0.03,0,0.81
200400125,Tom Clancy's Rainbow Six 3,PS2,2004,Shooter,Ubisoft,0.40,0.31,0.00,0,0.81
201300106,Madden NFL 25,XOne,2013,Sports,Electronic Arts,0.67,0.05,0.00,0,0.81
200900156,NCAA Football 10,PS3,2009,Sports,Electronic Arts,0.75,0.00,0.00,0,0.81
19940025,EarthBound,SNES,1994,Role-Playing,Nintendo,0.00,0.00,0.81,0,0.81
19980086,The Next Tetris,PS,1998,Puzzle,Atari,0.45,0.31,0.00,0,0.81
201000150,Guitar Hero: Warriors of Rock,PS3,2010,Misc,Activision,0.33,0.34,0.00,0,0.81
200800213,Battle of Giants: Dinosaurs,DS,2008,Strategy,Ubisoft,0.37,0.35,0.00,0,0.81
19980087,World Soccer Jikkyou Winning Eleven 3: World Cup France '98,PS,1998,Sports,Konami Digital Entertainment,0.00,0.00,0.75,0,0.81
200700173,Final Fantasy XI: Wings of the Goddess,PS2,2007,Role-Playing,Square Enix,0.35,0.27,0.09,0,0.81
200500112,The Sims 2,PS2,2005,Simulation,Electronic Arts,0.67,0.03,0.00,0,0.81
201000151,Dragon Ball: Raging Blast 2,PS3,2010,Fighting,Namco Bandai Games,0.42,0.18,0.11,0,0.81
200800214,SingStar Vol. 2,PS3,2008,Misc,Sony Computer Entertainment,0.29,0.39,0.00,0,0.81
20000071,Who wants to be a millionaire,PS,2000,Misc,Eidos Interactive,0.45,0.30,0.00,0,0.80
200500113,Yakuza,PS2,2005,Action,Sega,0.03,0.02,0.74,0,0.80
200600115,Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,2006,Action,Disney Interactive Studios,0.72,0.03,0.00,0,0.80
200300119,Star Wars Rogue Squadron III: Rebel Strike,GC,2003,Simulation,LucasArts,0.62,0.16,0.00,0,0.80
19970065,Moto Racer,PS,1997,Racing,Electronic Arts,0.45,0.30,0.00,0,0.80
200400126,Hitman: Contracts,PS2,2004,Shooter,Eidos Interactive,0.39,0.31,0.00,0,0.80
201200114,Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012,Puzzle,Level 5,0.20,0.26,0.30,0,0.80
200800215,Ben 10: Alien Force,Wii,2008,Action,Koch Media,0.52,0.21,0.00,0,0.80
19990073,Final Fantasy Anthology,PS,1999,Role-Playing,Square EA,0.45,0.30,0.00,0,0.80
200900157,DiRT 2,X360,2009,Racing,Codemasters,0.32,0.39,0.00,0,0.80
200400127,Prince of Persia: Warrior Within,XB,2004,Action,Ubisoft,0.48,0.28,0.00,0,0.80
200900158,Deca Sports 2,Wii,2009,Sports,Hudson Soft,0.31,0.33,0.09,0,0.80
201300107,Killzone: Mercenary,PSV,2013,Shooter,Sony Computer Entertainment Europe,0.20,0.39,0.04,0,0.80
200900159,Pro Evolution Soccer 2010,PSP,2009,Sports,Konami Digital Entertainment,0.09,0.33,0.20,0,0.80
200900160,Guitar Hero: Metallica,X360,2009,Misc,Activision,0.52,0.20,0.00,0,0.80
201300108,Final Fantasy X / X-2 HD Remaster,PSV,2013,Role-Playing,Square Enix,0.16,0.24,0.28,0,0.80
20000072,Super Robot Taisen α,PS,2000,Strategy,Banpresto,0.00,0.00,0.75,0,0.80
200200114,Need for Speed: Hot Pursuit 2,GC,2002,Racing,Electronic Arts,0.68,0.09,0.00,0,0.80
00040,PES 2009: Pro Evolution Soccer,PSP,0,PSP,PSP,0.00,0.00,0.00,0,0.00
201000152,Hasbro Family Game Night 3,Wii,2010,Misc,Electronic Arts,0.46,0.27,0.00,0,0.80
200200115,Tales of Destiny 2,PS2,2002,Role-Playing,Namco Bandai Games,0.00,0.00,0.80,0,0.80
19930017,Capcom's Soccer Shootout,SNES,1993,Sports,Nintendo,0.00,0.00,0.80,0,0.80
200700174,Rayman Raving Rabbids 2,DS,2007,Misc,Ubisoft,0.73,0.01,0.00,0,0.80
200600116,The Sims 2: Pets,PSP,2006,Simulation,Electronic Arts,0.19,0.38,0.00,0,0.79
19810014,Alien,2600,1981,Action,20th Century Fox Video Games,0.74,0.04,0.00,0,0.79
200600117,Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006,Fighting,Atari,0.66,0.02,0.00,0,0.79
200800216,Guitar Hero: Aerosmith,PS2,2008,Misc,Activision,0.61,0.00,0.00,0,0.79
200900161,Star Wars The Clone Wars: Republic Heroes,Wii,2009,Action,LucasArts,0.43,0.29,0.00,0,0.79
19940026,Ridge Racer,PS,1994,Racing,Sony Computer Entertainment,0.00,0.00,0.74,0,0.79
201000153,pro evolution soccer 2011,PSP,2010,Sports,Konami Digital Entertainment,0.05,0.30,0.29,0,0.79
200300120,Harvest Moon: A Wonderful Life,GC,2003,Role-Playing,Ubisoft,0.61,0.16,0.00,0,0.79
200800217,All Star Cheer Squad,Wii,2008,Sports,THQ,0.43,0.29,0.00,0,0.79
19970066,Momotarou Dentetsu 7,PS,1997,Simulation,Hudson Entertainment,0.00,0.00,0.74,0,0.79
201300109,DmC: Devil May Cry,PS3,2013,Action,Capcom,0.24,0.26,0.19,0,0.79
20010093,Motocross Mania,PS,2001,Racing,Take-Two Interactive,0.44,0.30,0.00,0,0.79
201000154,EA Sports Active NFL Training Camp,Wii,2010,Sports,Electronic Arts,0.75,0.00,0.00,0,0.79
201200115,Darksiders II,X360,2012,Action,THQ,0.45,0.27,0.00,0,0.79
201300110,Need for Speed Rivals,X360,2013,Racing,Electronic Arts,0.37,0.35,0.01,0,0.79
201200116,[Prototype 2],X360,2012,Action,Activision,0.48,0.24,0.00,0,0.79
19920020,Mega Man 5,NES,1992,Platform,Capcom,0.39,0.07,0.32,0,0.79
19990074,WCW Mayhem,N64,1999,Fighting,Electronic Arts,0.63,0.15,0.00,0,0.79
200700175,Dance Dance Revolution SuperNOVA 2,PS2,2007,Simulation,Konami Digital Entertainment,0.64,0.03,0.02,0,0.79
20000073,Armored Core 2,PS2,2000,Simulation,Ubisoft,0.28,0.22,0.23,0,0.79
20140092,Dragon Quest Monsters 2,3DS,2014,Role-Playing,Square Enix,0.00,0.00,0.79,0,0.79
200900162,The Godfather II,X360,2009,Action,Electronic Arts,0.47,0.23,0.01,0,0.79
201200117,Dragon's Dogma,X360,2012,Role-Playing,Capcom,0.42,0.23,0.07,0,0.79
20150078,Pro Evolution Soccer 2016,PS4,2015,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0,0.79
201200118,The Amazing Spider-Man (Console Version),PS3,2012,Action,Activision,0.31,0.35,0.00,0,0.79
19980088,Major League Baseball Featuring Ken Griffey Jr,N64,1998,Sports,Nintendo,0.75,0.03,0.00,0,0.79
20150079,Rare Replay,XOne,2015,Misc,Microsoft Game Studios,0.49,0.22,0.01,0,0.79
200900163,Band Hero,X360,2009,Misc,Activision,0.51,0.21,0.00,0,0.79
200700176,NCAA Football 08,PS2,2007,Sports,Electronic Arts,0.65,0.03,0.00,0,0.79
200300121,FIFA Soccer 2004,XB,2003,Sports,Electronic Arts,0.24,0.49,0.00,0,0.79
200700177,The Sims 2: Castaway,PSP,2007,Simulation,Electronic Arts,0.08,0.46,0.00,0,0.79
200900164,Star Ocean: The Last Hope,X360,2009,Role-Playing,Square Enix,0.32,0.20,0.21,0,0.79
201100137,Sniper: Ghost Warrior,PS3,2011,Shooter,City Interactive,0.27,0.34,0.04,0,0.79
200900165,Invizimals,PSP,2009,Strategy,Sony Computer Entertainment,0.17,0.50,0.00,0,0.79
20140093,Forza Horizon 2,X360,2014,Racing,Microsoft Game Studios,0.35,0.37,0.00,0,0.78
19920021,The 7th Guest,PC,1992,Adventure,Virgin Interactive,0.02,0.77,0.00,0,0.78
20140094,WWE 2K15,PS3,2014,Sports,Take-Two Interactive,0.36,0.29,0.00,0,0.78
200800218,Too Human,X360,2008,Role-Playing,Microsoft Game Studios,0.38,0.29,0.03,0,0.78
1982008,Yars' Revenge,2600,1982,Shooter,Atari,0.73,0.04,0.00,0,0.78
200900166,Tiger Woods PGA Tour 10,PS3,2009,Sports,Electronic Arts,0.42,0.25,0.00,0,0.78
200200116,Secret Agent Barbie: Royal Jewels Mission,GBA,2002,Platform,Vivendi Games,0.56,0.21,0.00,0,0.78
19940027,Doom,PS,1994,Shooter,Infogrames,0.43,0.30,0.00,0,0.78
200600118,Tom Clancy's Splinter Cell: Double Agent,X360,2006,Action,Ubisoft,0.67,0.04,0.01,0,0.78
200700178,Buzz! The Hollywood Quiz,PS2,2007,Misc,Sony Computer Entertainment,0.17,0.00,0.00,1,0.78
201000155,Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Fighting,Namco Bandai Games,0.43,0.27,0.01,0,0.78
201000156,Golden Sun: Dark Dawn,DS,2010,Role-Playing,Nintendo,0.51,0.09,0.13,0,0.78
201100138,Fight Night Champion,X360,2011,Fighting,Electronic Arts,0.40,0.31,0.00,0,0.78
19990075,Marvel vs. Capcom: Clash of Super Heroes,PS,1999,Fighting,Capcom,0.43,0.30,0.00,0,0.78
201300111,Dead Island: Riptide,X360,2013,Action,Deep Silver,0.44,0.26,0.01,0,0.78
20150080,Madden NFL 16,PS3,2015,Sports,Electronic Arts,0.57,0.06,0.00,0,0.78
19970067,Battle Stations,PS,1997,Strategy,Electronic Arts,0.43,0.29,0.00,0,0.78
200800219,Star Wars The Clone Wars: Jedi Alliance,DS,2008,Action,LucasArts,0.61,0.11,0.00,0,0.78
200700179,The World Ends With You,DS,2007,Role-Playing,Square Enix,0.49,0.04,0.21,0,0.78
200700180,Drawn to Life,DS,2007,Action,THQ,0.71,0.01,0.00,0,0.78
200800220,Sid Meier's Civilization Revolution,PS3,2008,Strategy,Take-Two Interactive,0.49,0.19,0.01,0,0.78
200600119,NBA 2K7,PS2,2006,Sports,Take-Two Interactive,0.65,0.02,0.00,0,0.78
19930018,Torneko no Daibouken: Fushigi no Dungeon,SNES,1993,Role-Playing,ChunSoft,0.00,0.00,0.78,0,0.78
1983007,Jr. Pac-Man,2600,1983,Puzzle,Atari,0.72,0.05,0.00,0,0.78
200200117,James Bond 007: Nightfire,GC,2002,Shooter,Electronic Arts,0.60,0.16,0.00,0,0.78
201300112,Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013,Sports,Nintendo,0.37,0.22,0.13,0,0.78
201100139,Goldeneye 007: Reloaded,PS3,2011,Shooter,Activision,0.33,0.33,0.00,0,0.78
19980089,NBA ShootOut 98,PS,1998,Sports,Sony Computer Entertainment,0.43,0.29,0.00,0,0.78
201100140,Rayman Origins,X360,2011,Platform,Ubisoft,0.38,0.32,0.00,0,0.78
1982009,Galaxian,2600,1982,Shooter,Atari,0.72,0.05,0.00,0,0.77
201300113,Aliens: Colonial Marines,X360,2013,Shooter,Sega,0.36,0.34,0.00,0,0.77
200800221,Lips,X360,2008,Misc,Microsoft Game Studios,0.12,0.56,0.00,0,0.77
19960055,Andretti Racing,PS,1996,Racing,Electronic Arts,0.43,0.29,0.00,0,0.77
20000074,Caesars Palace 2000: Millennium Gold Edition,PS,2000,Misc,Interplay,0.43,0.29,0.00,0,0.77
19810015,Air Raid,2600,1981,Action,Men-A-Vision,0.72,0.04,0.00,0,0.77
200900167,MadWorld,Wii,2009,Action,Sega,0.45,0.23,0.02,0,0.77
200800222,Need for Speed: ProStreet,PSP,2008,Racing,Electronic Arts,0.24,0.33,0.01,0,0.77
200500114,Perfect Dark Zero,X360,2005,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0,0.77
200500115,Marvel Nemesis: Rise of the Imperfects,PS2,2005,Fighting,Electronic Arts,0.64,0.02,0.00,0,0.77
1980004,Boxing,2600,1980,Fighting,Activision,0.72,0.04,0.00,0,0.77
19990076,Need for Speed: Porsche Unleashed,PS,1999,Racing,Electronic Arts,0.43,0.29,0.00,0,0.77
201100141,ABBA: You Can Dance,Wii,2011,Misc,Ubisoft,0.18,0.49,0.00,0,0.77
200900168,Avatar: The Game,X360,2009,Action,Ubisoft,0.34,0.35,0.00,0,0.77
201200119,Resident Evil: Operation Raccoon City,X360,2012,Action,Capcom,0.55,0.14,0.03,0,0.77
201100142,UFC Personal Trainer: The Ultimate Fitness System,X360,2011,Sports,THQ,0.53,0.18,0.00,0,0.77
1983008,Crystal Castles,2600,1983,Action,Atari,0.72,0.04,0.00,0,0.77
200600120,Worms: Open Warfare,PSP,2006,Strategy,THQ,0.11,0.43,0.00,0,0.77
200900169,Puzzler World,DS,2009,Puzzle,Ubisoft,0.41,0.30,0.00,0,0.77
20010094,Conker's Bad Fur Day,N64,2001,Platform,THQ,0.53,0.22,0.00,0,0.77
19990077,Dragon Warrior I&II,GB,1999,Role-Playing,Enix Corporation,0.00,0.00,0.77,0,0.77
200200118,Star Wars Episode II: Attack of the Clones,GBA,2002,Action,THQ,0.55,0.20,0.00,0,0.77
200700181,Ghost Squad,Wii,2007,Shooter,Sega,0.42,0.21,0.08,0,0.77
200300122,Conflict: Desert Storm II - Back to Bagdhad,PS2,2003,Shooter,SCi,0.38,0.29,0.00,0,0.77
20010095,Maximo: Ghosts to Glory,PS2,2001,Platform,Capcom,0.38,0.29,0.00,0,0.77
200500116,Donkey Kong Country 3,GBA,2005,Platform,Nintendo,0.45,0.17,0.14,0,0.77
200200119,All-Star Baseball 2003,PS2,2002,Sports,Acclaim Entertainment,0.38,0.29,0.00,0,0.77
200200120,Unlimited Saga,PS2,2002,Role-Playing,Atari,0.10,0.08,0.56,0,0.77
200400128,Pokemon Dash,DS,2004,Racing,Nintendo,0.21,0.14,0.38,0,0.77
200900170,Dragon Ball: Raging Blast,PS3,2009,Fighting,Namco Bandai Games,0.37,0.19,0.11,0,0.77
200500117,Twisted Metal: Head On,PSP,2005,Action,Sony Computer Entertainment,0.71,0.00,0.00,0,0.77
200800223,Personal Trainer: Walking,DS,2008,Sports,Nintendo,0.21,0.32,0.17,0,0.76
200800224,Sonic Unleashed,PS2,2008,Platform,Sega,0.37,0.04,0.00,0,0.76
200300123,Cabela's Deer Hunt: 2004 Season,PS2,2003,Sports,Activision Value,0.37,0.29,0.00,0,0.76
19960056,Formula 1,PS,1996,Racing,Psygnosis,0.18,0.12,0.42,0,0.76
201000157,Tetris Party Deluxe,DS,2010,Puzzle,Nintendo,0.28,0.30,0.12,0,0.76
200800225,Banjo-Kazooie: Nuts & Bolts,X360,2008,Platform,Microsoft Game Studios,0.32,0.35,0.00,0,0.76
201100143,FIFA 12,Wii,2011,Sports,Electronic Arts,0.15,0.50,0.00,0,0.76
200800226,My Baby Girl,DS,2008,Simulation,Nobilis,0.61,0.09,0.00,0,0.76
200400129,Driv3r,XB,2004,Racing,Atari,0.36,0.38,0.00,0,0.76
200500118,Mercenaries: Playground of Destruction,PS2,2005,Action,LucasArts,0.64,0.02,0.00,0,0.76
201200120,The Walking Dead: Season One,PS3,2012,Adventure,Avanquest Software,0.40,0.23,0.03,0,0.76
200300124,MTV Celebrity Deathmatch,PS2,2003,Fighting,Gotham Games,0.37,0.29,0.00,0,0.76
19950025,Street Fighter Alpha: Warriors' Dreams,PS,1995,Fighting,Virgin Interactive,0.17,0.11,0.43,0,0.76
19980090,ISS Pro Evolution,PS,1998,Sports,Konami Digital Entertainment,0.00,0.00,0.71,0,0.76
200800227,Need For Speed: Undercover,PSP,2008,Racing,Electronic Arts,0.23,0.31,0.03,0,0.76
200600121,Metroid Prime Hunters,DS,2006,Shooter,Nintendo,0.57,0.04,0.11,0,0.76
20140095,Bayonetta 2,WiiU,2014,Action,Nintendo,0.32,0.28,0.10,0,0.76
200900171,Star Wars Battlefront: Elite Squadron,PSP,2009,Shooter,LucasArts,0.38,0.23,0.00,0,0.76
201000158,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,2010,Racing,Sega,0.37,0.32,0.00,0,0.76
20010096,Tony Hawk's Pro Skater 2,N64,2001,Sports,Activision,0.59,0.16,0.00,0,0.76
19880011,Final Fantasy II,NES,1988,Role-Playing,SquareSoft,0.00,0.00,0.76,0,0.76
200200121,Taiko no Tatsujin: Tatakon de Dodon ga Don,PS2,2002,Misc,Namco Bandai Games,0.00,0.00,0.76,0,0.76
